lga,top1,top2,top5,top10
Adelaide,0.755550742149353,0.7355680465698242,0.5490554571151733,0.4607239067554474
Adelaide Hills,0.7906903028488159,0.7054344415664673,0.6595563888549805,0.5863649249076843
Albany,0.8506041765213013,0.818842887878418,0.7716083526611328,0.7513235807418823
Albury,0.9055237174034119,0.852043092250824,0.8006967902183533,0.7742708921432495
Alexandrina,0.834617555141449,0.8149603605270386,0.7803006768226624,0.7299643754959106
Alice Springs,0.9407413005828857,0.9356627464294434,0.8296651840209961,0.5620407462120056
Alpine,0.9314339756965637,0.8468252420425415,0.8369238376617432,0.790077805519104
Ararat,0.9467000961303711,0.9304850697517395,0.9169512391090393,0.8954904675483704
Armadale,0.8734105825424194,0.8242999315261841,0.7334274053573608,0.6986587047576904
Armidale Regional,0.7040203213691711,0.6834923028945923,0.6662778258323669,0.6583117246627808
Augusta Margaret River,0.6518107056617737,0.6479640603065491,0.5208939909934998,0.4233422577381134
Ballarat,0.9377080202102661,0.9262633323669434,0.898492693901062,0.831156849861145
Ballina,0.8885858654975891,0.8376456499099731,0.7827019691467285,0.7421962022781372
Banana,0.9042084813117981,0.8998798131942749,0.8403635621070862,0.7990630865097046
Banyule,0.8747063875198364,0.8457603454589844,0.7659252882003784,0.7092512845993042
Barossa,0.7064772844314575,0.6479640603065491,0.5988835096359253,0.5282598733901978
Bass Coast,0.8638926148414612,0.8584514856338501,0.834617555141449,0.724597692489624
Bassendean,0.7658761143684387,0.700066328048706,0.6700284481048584,0.6096686720848083
Bathurst Regional,0.8930723667144775,0.8711550235748291,0.8372793197631836,0.8147588968276978
Baw Baw,0.8665778636932373,0.8170279860496521,0.7445748448371887,0.7225404977798462
Bayside (NSW),0.769339919090271,0.6696617603302002,0.6256598234176636,0.5831775665283203
Bayside (Vic.),0.8943520188331604,0.8589257001876831,0.6680489778518677,0.6086088418960571
Bayswater,0.8389559388160706,0.7811686396598816,0.6893457770347595,0.6163155436515808
Bega Valley,0.7748035192489624,0.7539438009262085,0.7388486266136169,0.706786572933197
Bellingen,0.8536521792411804,0.8369238376617432,0.8152713179588318,0.7749589681625366
Belmont,0.8681957721710205,0.8623800873756409,0.6706265211105347,0.48285481333732605
Benalla,0.9435255527496338,0.9430640935897827,0.9228646755218506,0.8825845122337341
Berri Barmera,0.59489506483078,0.594177782535553,0.5751984119415283,0.49178019165992737
Blacktown,0.7367132902145386,0.7272025942802429,0.5897637605667114,0.48551368713378906
Blue Mountains,0.7379159927368164,0.7076408267021179,0.6595563888549805,0.6162096261978149
Boroondara,0.859862208366394,0.8543553352355957,0.8359755277633667,0.7498745918273926
Brighton,0.6551647186279297,0.6415308117866516,0.582604706287384,0.5585082769393921
Brimbank,0.8491362929344177,0.8461277484893799,0.5780625939369202,0.312155544757843
Brisbane,0.801335334777832,0.7024729251861572,0.672545313835144,0.6236716508865356
Broken Hill,0.899193525314331,0.8771970272064209,0.8287697434425354,0.7680598497390747
Broome,0.8824583292007446,0.8296651840209961,0.7541994452476501,0.46822473406791687
Bunbury,0.751663327217102,0.7510615587234497,0.7198551893234253,0.663702130317688
Bundaberg,0.7873185276985168,0.770370602607727,0.7517403364181519,0.6995680332183838
Burdekin,0.9688969254493713,0.9131936430931091,0.6903634667396545,0.3697437345981598
Burnie,0.9514181017875671,0.9254166483879089,0.8745185732841492,0.8337236046791077
Burnside,0.9424372911453247,0.9158290028572083,0.80856853723526,0.6219764947891235
Burwood,0.8804287910461426,0.8735373020172119,0.7548544406890869,0.628150224685669
Busselton,0.8587608337402344,0.7975828051567078,0.7509698867797852,0.7047258615493774
Byron,0.7229276895523071,0.5599347949028015,0.48636916279792786,0.43376851081848145
Cabonne,0.9245628118515015,0.8862432837486267,0.8705393075942993,0.855817437171936
Cairns,0.837570309638977,0.7614686489105225,0.6564892530441284,0.6151626706123352
Cambridge,0.9619367122650146,0.9511245489120483,0.8506097197532654,0.6695083379745483
Camden,0.8810203671455383,0.8010631799697876,0.7575116157531738,0.6889687776565552
Campaspe,0.9271183013916016,0.9263849258422852,0.8667020797729492,0.8123940229415894
Campbelltown (NSW),0.7367132902145386,0.7146083116531372,0.6292460560798645,0.5081660747528076
Campbelltown (SA),0.8825020790100098,0.8097932934761047,0.6970106363296509,0.5743201971054077
Canada Bay,0.7499445676803589,0.7404317855834961,0.6672203540802002,0.6016290187835693
Canning,0.9000416994094849,0.7068586945533752,0.623945415019989,0.2926086187362671
Canterbury-Bankstown,0.8781221508979797,0.7642427086830139,0.62213534116745,0.5165867805480957
Capel,0.6758334636688232,0.6451258659362793,0.6012755036354065,0.572981059551239
Cardinia,0.8242999315261841,0.8058642148971558,0.7237766981124878,0.6678023338317871
Casey,0.8894371390342712,0.8677780628204346,0.6754171848297119,0.5708612203598022
Cassowary Coast,0.9131936430931091,0.8721703290939331,0.7101429104804993,0.43107861280441284
Central Coast (NSW),0.8417608737945557,0.8132724165916443,0.7863495945930481,0.7697938084602356
Central Coast (Tas.),0.9313400983810425,0.899193525314331,0.8608003854751587,0.8220512866973877
Central Goldfields,0.9345585703849792,0.8829360008239746,0.84099280834198,0.8161773681640625
Central Highlands (Qld),0.8763501048088074,0.8123180866241455,0.7622526288032532,0.6515793800354004
Cessnock,0.8798288106918335,0.8678598403930664,0.8188324570655823,0.7920635938644409
Charles Sturt,0.7864843010902405,0.7779431939125061,0.7411374449729919,0.7070212364196777
Charters Towers,0.8732335567474365,0.8668324947357178,0.8351761102676392,0.7800614833831787
Claremont,0.9390313029289246,0.8879204988479614,0.8414390087127686,0.7544339299201965
Clarence,0.7857221364974976,0.730709433555603,0.7094300985336304,0.6861907243728638
Clarence Valley,0.9338953495025635,0.9186738729476929,0.8979403972625732,0.8610785007476807
Cockburn,0.8647656440734863,0.810356080532074,0.7367693185806274,0.6344266533851624
Coffs Harbour,0.8379939198493958,0.8297086954116821,0.7827019691467285,0.6882643103599548
Colac Otway,0.9263849258422852,0.884599506855011,0.8222675323486328,0.7799088954925537
Cootamundra-Gundagai Regional,0.9345585703849792,0.8752902746200562,0.8163031339645386,0.7455469369888306
Copper Coast,0.9072813391685486,0.84099280834198,0.8116310834884644,0.7693790793418884
Corangamite,0.9855661392211914,0.9633418321609497,0.7824080586433411,0.6179082989692688
Cowra,0.9044430255889893,0.90253746509552,0.8816628456115723,0.8146423697471619
Cumberland,0.8781221508979797,0.6990383267402649,0.61729496717453,0.5042372941970825
Dardanup,0.8360377550125122,0.7353321313858032,0.7004246711730957,0.6498942375183105
Darebin,0.9055805206298828,0.8825020790100098,0.7463197708129883,0.5514851808547974
Darwin,0.8681957721710205,0.7401518225669861,0.5893230438232422,0.5270848274230957
Derwent Valley,0.9041412472724915,0.8588370084762573,0.7668718099594116,0.7114214301109314
Devonport,0.9254166483879089,0.9234321117401123,0.9038096070289612,0.854691743850708
Douglas,0.7987927198410034,0.7984447479248047,0.7023492455482483,0.4884967803955078
Dubbo Regional,0.850522518157959,0.8496056199073792,0.8168686628341675,0.7767994999885559
East Gippsland,0.9314339756965637,0.8746181130409241,0.8494937419891357,0.8154023885726929
Esperance,0.952458381652832,0.8833720684051514,0.8341354727745056,0.6866766214370728
Eurobodalla,0.8746181130409241,0.8638926148414612,0.782258927822113,0.7426164746284485
Fairfield,0.9721946716308594,0.8491362929344177,0.5419237613677979,0.2941403388977051
Federation,0.8829360008239746,0.8752902746200562,0.8116310834884644,0.7523713707923889
Frankston,0.8743793964385986,0.8308329582214355,0.6236530542373657,0.5699669122695923
Fraser Coast,0.8794907331466675,0.8702147006988525,0.8359400033950806,0.7914680242538452
Fremantle,0.8262934684753418,0.8076051473617554,0.748448371887207,0.672545313835144
Gannawarra,0.8341197371482849,0.7991620302200317,0.7023391723632812,0.6085058450698853
Gawler,0.834571361541748,0.8002932071685791,0.673790693283081,0.6312281489372253
Georges River,0.9392415285110474,0.9086104035377502,0.8568003177642822,0.5582318305969238
Gladstone,0.921620786190033,0.7920272946357727,0.7532803416252136,0.7164723873138428
Glen Eira,0.7811686396598816,0.7520099878311157,0.6392372846603394,0.6122279763221741
Glenelg,0.9468405246734619,0.929818868637085,0.8912934064865112,0.869478702545166
Glenorchy,0.7493941187858582,0.7098668813705444,0.6009763479232788,0.47652530670166016
Gold Coast,0.837570309638977,0.8032023906707764,0.7599635124206543,0.619810938835144
Golden Plains,0.9271518588066101,0.8165428042411804,0.7533144950866699,0.6816365718841553
Goondiwindi,0.8510258197784424,0.8234083652496338,0.7973906993865967,0.7587113380432129
Gosnells,0.9000416994094849,0.7272025942802429,0.5572066903114319,0.42588937282562256
Goulburn Mulwaree,0.9366481304168701,0.8959379196166992,0.8668625354766846,0.8319298028945923
Greater Bendigo,0.9211414456367493,0.912786066532135,0.8500235080718994,0.8042082190513611
Greater Dandenong,0.9721946716308594,0.8461277484893799,0.5870962142944336,0.380375474691391
Greater Geelong,0.8253979682922363,0.8202695846557617,0.7803001403808594,0.7339828014373779
Greater Geraldton,0.7671103477478027,0.765170693397522,0.7198551893234253,0.6668314933776855
Greater Hume Shire,0.8736869096755981,0.8146423697471619,0.7791259288787842,0.7314161658287048
Greater Shepparton,0.7932237386703491,0.6967861652374268,0.6762579083442688,0.5892094373703003
Griffith,0.7697877883911133,0.7113326787948608,0.594177782535553,0.43653640151023865
Gunnedah,0.9256047010421753,0.9190671443939209,0.8833720684051514,0.8032660484313965
Gympie,0.9468405246734619,0.9321970343589783,0.8808589577674866,0.8570533394813538
Harvey,0.8493577241897583,0.8360377550125122,0.7360155582427979,0.6571894288063049
Hawkesbury,0.8280620574951172,0.7664902210235596,0.6698595881462097,0.640156090259552
Hepburn,0.83049076795578,0.7426164746284485,0.6962314248085022,0.6455992460250854
Hilltops,0.9467000961303711,0.90253746509552,0.8616617918014526,0.8373218774795532
Hinchinbrook,0.9688969254493713,0.8721703290939331,0.6816797256469727,0.3807130753993988
Hobart,0.8155550956726074,0.7571848630905151,0.6606536507606506,0.6332025527954102
Hobsons Bay,0.8640363216400146,0.8038901090621948,0.7196371555328369,0.6594311594963074
Holdfast Bay,0.7571848630905151,0.7115758657455444,0.6774614453315735,0.633286714553833
Hornsby,0.7945843935012817,0.7838864326477051,0.7015547156333923,0.6380091905593872
Horsham,0.9190671443939209,0.9092498421669006,0.8331335186958313,0.7581114768981934
Hume,0.864836573600769,0.8369587659835815,0.7630100846290588,0.582370400428772
Hunters Hill,0.859862208366394,0.8589257001876831,0.80856853723526,0.7758637070655823
Huon Valley,0.7633147835731506,0.6428757905960083,0.5858896970748901,0.5482839345932007
Indigo,0.929818868637085,0.9002915620803833,0.8579432964324951,0.8256228566169739
Inner West,0.9186830520629883,0.8997547626495361,0.8252876996994019,0.7207857370376587
Inverell,0.9488964080810547,0.9012424349784851,0.8806018829345703,0.8409842252731323
Ipswich,0.8058642148971558,0.7955418825149536,0.7460883855819702,0.6917896866798401
Isaac,0.8995047807693481,0.8123180866241455,0.6011818051338196,0.508613109588623
Joondalup,0.8957198858261108,0.8813340067863464,0.7969495058059692,0.6323410272598267
Kalamunda,0.8813340067863464,0.8121860027313232,0.7156665325164795,0.6312770843505859
Kalgoorlie-Boulder,0.9514638781547546,0.9407413005828857,0.7650644183158875,0.5517652630805969
Karratha,0.9199120998382568,0.8995071053504944,0.8763501048088074,0.5922113656997681
Kempsey,0.9321970343589783,0.9070422053337097,0.8817334175109863,0.8500303030014038
Kiama,0.7383778095245361,0.7319715023040771,0.6880772113800049,0.6263539791107178
Kingborough,0.744637668132782,0.7211729884147644,0.6679408550262451,0.6211692690849304
Kingston (Vic.),0.8747063875198364,0.8605324029922485,0.7658761143684387,0.6983273029327393
Knox,0.8389559388160706,0.7667534351348877,0.5857030153274536,0.5367127656936646
Ku-ring-gai,0.8283447027206421,0.7902666330337524,0.7238225936889648,0.6603390574455261
Kwinana,0.8437856435775757,0.7835148572921753,0.7367693185806274,0.6402842402458191
Lake Macquarie,0.9041412472724915,0.8578450679779053,0.8048021793365479,0.7578100562095642
Lane Cove,0.8075385093688965,0.8070178031921387,0.7154709100723267,0.6695083379745483
Latrobe (Tas.),0.910718560218811,0.8979403972625732,0.8651529550552368,0.8484668731689453
Latrobe (Vic.),0.8713905811309814,0.8511496186256409,0.8069982528686523,0.7803001403808594
Launceston,0.9055237174034119,0.8713905811309814,0.8560832738876343,0.8054457306861877
Leeton,0.866446316242218,0.8103229999542236,0.6919192671775818,0.59489506483078
Light,0.7587291598320007,0.7313980460166931,0.6521210074424744,0.5901055335998535
Lismore,0.9038096070289612,0.8953887820243835,0.8541921377182007,0.8375719785690308
Litchfield,0.6629858016967773,0.6012755036354065,0.5533997416496277,0.5184030532836914
Lithgow,0.9221839904785156,0.8912934064865112,0.8874373435974121,0.8583739995956421
Liverpool,0.8677780628204346,0.8369587659835815,0.6867140531539917,0.531950831413269
Livingstone,0.8053268790245056,0.8043042421340942,0.75295090675354,0.7147457599639893
Lockyer Valley,0.7660307884216309,0.7633147835731506,0.6900515556335449,0.6241292357444763
Logan,0.9364222288131714,0.8308329582214355,0.7420134544372559,0.6494536995887756
Loxton Waikerie,0.8970414996147156,0.8379939198493958,0.7180184721946716,0.558732271194458
Macedon Ranges,0.8043042421340942,0.7893707752227783,0.7076408267021179,0.691287100315094
Mackay,0.7983433604240417,0.7873780131340027,0.7210072875022888,0.5589088201522827
Maitland,0.8798288106918335,0.8578450679779053,0.8062984943389893,0.7540832161903381
Mandurah,0.8712705969810486,0.8473672866821289,0.7599635124206543,0.6635926961898804
Manningham,0.9086104035377502,0.8770948648452759,0.7387049198150635,0.5041916966438293
Mansfield,0.9608344435691833,0.9393097758293152,0.8925725221633911,0.8728083372116089
Maranoa,0.9488964080810547,0.9393097758293152,0.916536808013916,0.87421715259552
Mareeba,0.7574806213378906,0.7184939384460449,0.639776349067688,0.5998082160949707
Maribyrnong,0.6919031143188477,0.6002786159515381,0.5019217133522034,0.4338228702545166
Marion,0.8858100175857544,0.8583841919898987,0.7328546047210693,0.6258715987205505
Maroondah,0.8605324029922485,0.8457603454589844,0.7379467487335205,0.6696330308914185
Meander Valley,0.918915867805481,0.8800182938575745,0.852007269859314,0.8151509761810303
Melbourne,0.9591879844665527,0.9401161074638367,0.6158283948898315,0.48636916279792786
Melton,0.9374728798866272,0.802625834941864,0.757639467716217,0.615911066532135
Melville,0.7111288905143738,0.7068586945533752,0.6306418180465698,0.5766494274139404
Mid-Coast,0.9338109493255615,0.9186738729476929,0.8652489185333252,0.8197400569915771
Mid-Western Regional,0.9221839904785156,0.9154660701751709,0.9022674560546875,0.8797554969787598
Mildura,0.8970414996147156,0.866446316242218,0.7932237386703491,0.5906342267990112
Mitcham,0.8957198858261108,0.8927744030952454,0.7934315800666809,0.678425669670105
Mitchell,0.9055476784706116,0.8396108150482178,0.7486165761947632,0.7038179636001587
Moira,0.8798519968986511,0.820367693901062,0.7991620302200317,0.735464334487915
Monash,0.8770948648452759,0.8618776798248291,0.7548544406890869,0.5964639782905579
Moonee Valley,0.7955991625785828,0.7747155427932739,0.748448371887207,0.6932269334793091
Moorabool,0.9055476784706116,0.8815582990646362,0.709557294845581,0.6721705198287964
Moree Plains,0.8607065677642822,0.7942086458206177,0.7370601892471313,0.6256216168403625
Moreland,0.9055805206298828,0.8097932934761047,0.6910134553909302,0.5262163877487183
Moreton Bay,0.834571361541748,0.8173003792762756,0.7583984136581421,0.6571894288063049
Mornington Peninsula,0.8568939566612244,0.783301591873169,0.7475321292877197,0.7017262578010559
Mosman,0.9700050950050354,0.8917670845985413,0.7758637070655823,0.6520705223083496
Mount Alexander,0.83049076795578,0.8114075660705566,0.786017656326294,0.7728433609008789
Mount Barker,0.8815582990646362,0.8396108150482178,0.6859313249588013,0.6678023338317871
Mount Gambier,0.9082435965538025,0.898492693901062,0.8733298182487488,0.8435759544372559
Mount Isa,0.9514638781547546,0.9389318823814392,0.8824583292007446,0.5286105871200562
Moyne,0.9855661392211914,0.9574242234230042,0.7376187443733215,0.5536981821060181
Mundaring,0.851241409778595,0.8121860027313232,0.6532415151596069,0.5781108140945435
Murray,0.8712705969810486,0.8493577241897583,0.7304887771606445,0.6195780038833618
Murray Bridge,0.8219189643859863,0.775841474533081,0.7502128481864929,0.7339076399803162
Murray River,0.918915867805481,0.8356654644012451,0.7841692566871643,0.7189937233924866
Murrindindi,0.9034202694892883,0.8802936673164368,0.8356027007102966,0.7826752662658691
Muswellbrook,0.9366481304168701,0.8975367546081543,0.8372793197631836,0.8062099814414978
Nambucca Valley,0.8420628905296326,0.8158963322639465,0.7530924081802368,0.7257167100906372
Narrabri,0.9020522832870483,0.884514570236206,0.8362252116203308,0.7942086458206177
Nedlands,0.9512718319892883,0.9511245489120483,0.7125878930091858,0.5362187027931213
Newcastle,0.9003810286521912,0.8779195547103882,0.831156849861145,0.7853713035583496
Nillumbik,0.8628823757171631,0.8625893592834473,0.7906903028488159,0.6089963316917419
Noosa,0.7239625453948975,0.7229276895523071,0.6424331665039062,0.5243490934371948
North Burnett,0.8138058185577393,0.7293422222137451,0.7180184721946716,0.6507941484451294
North Sydney,0.9152272343635559,0.8426157236099243,0.7607967853546143,0.6527099013328552
Northam,0.952458381652832,0.9256047010421753,0.8638197183609009,0.7479901313781738
Northern Beaches,0.8943520188331604,0.8076051473617554,0.7319135665893555,0.6712030172348022
Northern Grampians,0.8138741254806519,0.7949286699295044,0.7447134852409363,0.7178857922554016
Northern Midlands,0.8882479667663574,0.8785959482192993,0.8678598403930664,0.8247002363204956
Norwood Payneham and St Peters,0.812585711479187,0.7747155427932739,0.7043830752372742,0.6222711801528931
Onkaparinga,0.8002932071685791,0.7857701778411865,0.6851664781570435,0.5672810673713684
Orange,0.9305583238601685,0.9003810286521912,0.8733298182487488,0.8534701466560364
Palmerston,0.9389318823814392,0.9385871887207031,0.7541994452476501,0.49062368273735046
Parkes,0.8757311701774597,0.8755778670310974,0.8510258197784424,0.8054089546203613
Parramatta,0.9173452854156494,0.8735373020172119,0.7387049198150635,0.6305227279663086
Penrith,0.7415643930435181,0.729693591594696,0.6586661338806152,0.62387615442276
Perth,0.9401161074638367,0.9268301725387573,0.6300896406173706,0.47901251912117004
Playford,0.9364222288131714,0.8743793964385986,0.7061329483985901,0.5952598452568054
Port Adelaide Enfield,0.7146083116531372,0.6011845469474792,0.5870962142944336,0.5419237613677979
Port Augusta,0.7096362709999084,0.6920980215072632,0.640030026435852,0.5801595449447632
Port Hedland,0.8995047807693481,0.7606207132339478,0.6068075299263,0.3895081877708435
Port Lincoln,0.9234321117401123,0.8745185732841492,0.8366517424583435,0.7703182697296143
Port Macquarie-Hastings,0.9338953495025635,0.9338109493255615,0.8598906397819519,0.8341271877288818
Port Phillip,0.9320716261863708,0.9152272343635559,0.8904262185096741,0.676704466342926
Port Pirie,0.8737842440605164,0.8596562147140503,0.8220512866973877,0.7901492118835449
Port Stephens,0.8224833607673645,0.8151897192001343,0.7546122670173645,0.7165576219558716
Prospect,0.8858100175857544,0.8507181406021118,0.7092512845993042,0.6606536507606506
Queanbeyan-Palerang Regional,0.7050284147262573,0.6676216125488281,0.6051745414733887,0.5783898234367371
Randwick,0.9049232602119446,0.8979212045669556,0.8840411901473999,0.7279455661773682
Redland,0.847558319568634,0.8141537308692932,0.7620677351951599,0.6566473841667175
Richmond Valley,0.9278848171234131,0.901565670967102,0.8797554969787598,0.8498746156692505
Rockhampton,0.9305583238601685,0.9262633323669434,0.8836414813995361,0.86248779296875
Rockingham,0.8874748349189758,0.8434054851531982,0.758615255355835,0.6056569814682007
Ryde,0.9392415285110474,0.9173452854156494,0.7938516139984131,0.6483943462371826
Salisbury,0.7098668813705444,0.6975590586662292,0.6011845469474792,0.469818651676178
Scenic Rim,0.8557769060134888,0.8356027007102966,0.7965801954269409,0.7586002349853516
Serpentine-Jarrahdale,0.8763563632965088,0.8434054851531982,0.7470612525939941,0.5834387540817261
Shellharbour,0.7955421209335327,0.7804399728775024,0.7054020762443542,0.6840194463729858
Shoalhaven,0.8794907331466675,0.8657052516937256,0.8154023885726929,0.761913537979126
Singleton,0.850974440574646,0.8500773310661316,0.8163808584213257,0.7316330671310425
Snowy Monaro Regional,0.9608344435691833,0.8874027132987976,0.8472627401351929,0.7687241435050964
Snowy Valleys,0.9228646755218506,0.9217904210090637,0.9035935401916504,0.8646300435066223
Somerset,0.9038460850715637,0.9034202694892883,0.8557769060134888,0.7907750606536865
Sorell,0.7200744152069092,0.7098882794380188,0.6117133498191833,0.5595675706863403
South Burnett,0.9435255527496338,0.9291322827339172,0.8939065337181091,0.864665150642395
South Gippsland,0.9633418321609497,0.9574242234230042,0.7861067652702332,0.6193246841430664
South Perth,0.8840411901473999,0.8286898136138916,0.7726233601570129,0.7111288905143738
Southern Downs,0.8610785007476807,0.8403115272521973,0.8341578841209412,0.8122571706771851
Southern Grampians,0.9430640935897827,0.9245628118515015,0.9097352027893066,0.8608686327934265
Stirling,0.8640363216400146,0.7520099878311157,0.7024729251861572,0.6790434718132019
Stonnington,0.8904295563697815,0.8904262185096741,0.840728223323822,0.8240777850151062
Strathbogie,0.8237691521644592,0.7848409414291382,0.7776311635971069,0.7222307920455933
Strathfield,0.6483943462371826,0.6285606622695923,0.5525771379470825,0.4537317454814911
Subiaco,0.9619367122650146,0.9512718319892883,0.8543553352355957,0.681541383266449
Sunshine Coast,0.8587608337402344,0.847558319568634,0.783301591873169,0.7304887771606445
Surf Coast,0.7397286295890808,0.7047258615493774,0.6721705198287964,0.6419187784194946
Sutherland Shire,0.8927744030952454,0.8628823757171631,0.734540581703186,0.6958560943603516
Swan,0.8935816287994385,0.8810203671455383,0.8437856435775757,0.7137236595153809
Swan Hill,0.8337130546569824,0.8143190741539001,0.6626147031784058,0.6140424609184265
Sydney,0.9591879844665527,0.9268301725387573,0.7499129176139832,0.5641649961471558
Tablelands,0.8428024053573608,0.7787801027297974,0.7542992830276489,0.7293422222137451
Tamworth Regional,0.9006460309028625,0.8930723667144775,0.8438262343406677,0.8374659419059753
Tea Tree Gully,0.7857701778411865,0.7476017475128174,0.6456563472747803,0.5781108140945435
The Hills Shire,0.7838864326477051,0.6345086097717285,0.5580061674118042,0.5178828239440918
Toowoomba,0.8819688558578491,0.8413369655609131,0.7861731052398682,0.7767994999885559
Townsville,0.921620786190033,0.8253262042999268,0.7746573686599731,0.7254641056060791
Tweed,0.8885858654975891,0.8702147006988525,0.8149725198745728,0.7530924081802368
Unincorporated ACT,0.8161277770996094,0.8098887205123901,0.7526477575302124,0.6859376430511475
Unley,0.8508778810501099,0.8359755277633667,0.7722353339195251,0.7408843040466309
Upper Hunter Shire,0.8237691521644592,0.7812802791595459,0.7559415698051453,0.7377256155014038
Victor Harbor,0.8536890149116516,0.8149603605270386,0.7187829613685608,0.6690827012062073
Victoria Park,0.8623800873756409,0.8403524160385132,0.7401518225669861,0.5246196389198303
Vincent,0.9186830520629883,0.8854694366455078,0.8340656161308289,0.7072495222091675
Wagga Wagga,0.8358551263809204,0.8346229195594788,0.8035658001899719,0.7839570045471191
Wangaratta,0.9133031368255615,0.910718560218811,0.8785766363143921,0.8438262343406677
Wanneroo,0.8935816287994385,0.8874748349189758,0.8010631799697876,0.5465051531791687
Waratah-Wynyard,0.9313400983810425,0.9229917526245117,0.8840036392211914,0.857397198677063
Warrnambool,0.9514181017875671,0.8940914273262024,0.8597650527954102,0.8321969509124756
Wattle Range,0.882907509803772,0.8687073588371277,0.856343150138855,0.8283960819244385
Waverley,0.9320716261863708,0.8917670845985413,0.8062636852264404,0.7230224609375
Wellington,0.9271183013916016,0.884599506855011,0.8635686039924622,0.8055078387260437
West Tamar,0.796931803226471,0.7790066599845886,0.7302795648574829,0.7153686881065369
West Torrens,0.8583841919898987,0.8507181406021118,0.7223683595657349,0.6389111280441284
Western Downs,0.8479848504066467,0.8415452241897583,0.7763230204582214,0.7381669878959656
Whitehorse,0.8679853081703186,0.8495147228240967,0.7512754797935486,0.6305227279663086
Whitsunday,0.7873185276985168,0.7534534931182861,0.6732054948806763,0.5882456302642822
Whittlesea,0.7809752821922302,0.7229927182197571,0.6079471111297607,0.5781068801879883
Whyalla,0.7418334484100342,0.6762195825576782,0.5674711465835571,0.5268427133560181
Willoughby,0.7902666330337524,0.7682766318321228,0.687321662902832,0.6234424710273743
Wingecarribee,0.8568939566612244,0.7478134036064148,0.686599612236023,0.6709024906158447
Wodonga,0.9377080202102661,0.9211414456367493,0.8580634593963623,0.7850974798202515
Wollondilly,0.9271518588066101,0.850974440574646,0.7893707752227783,0.6601133942604065
Wollongong,0.7804399728775024,0.7418334484100342,0.6730931997299194,0.6175267100334167
Woollahra,0.9700050950050354,0.9390313029289246,0.771083652973175,0.6219764947891235
Wyndham,0.9374728798866272,0.8894371390342712,0.7141823768615723,0.5901821851730347
Yarra,0.7963225841522217,0.7924137115478516,0.7405946254730225,0.6253173351287842
Yarra Ranges,0.7206820249557495,0.6921646595001221,0.6566473841667175,0.5939953327178955
Yass Valley,0.8163808584213257,0.7958853244781494,0.7687241435050964,0.7008869051933289
Yorke Peninsula,0.9072813391685486,0.8638197183609009,0.7982597947120667,0.6349049806594849
